 ,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
10110011,1,56,56,28,28,56,56,28,56,28,28,56,56,14,28,8,56,4,28,56,56,28,7,56,28,56,56,14,28,56,8,28,56,14,4,56,56,28,28,56,28,56,56,28,7,8,56,28,28,56,56,4,28,56,56,14,56,28,7,56,8,28,28,56,28,56,56,14,4,56,56,28,56,28,28,8,56,28,7,56,56,28,28,56,56,2,28,56,7,56,8,28,28,56,56,28,56,28,7,56,56,28,4,56,28,8,56,28,28,56,56,14,28,56,56,28,7,56,56,4,8,14,28,56,56,28,28,56,56,28,28,56,56,28,14,8,4,56,56,7,28,56,56,28,14,56,56,28,28,56,8,28,56,4,28,56,56,7,28,56,28,56,56,28,28,8,56,7,56,28,2,56,56,28,28,56,56,7,28,56,8,28,28,56,28,56,56,4,14,56,56,28,56,28,28,8,56,7,28,56,14,56,56,28,4,56,56,28,28,56,8,7,28,56,56,28,56,28,28,56,56,4,14,56,28,8,56,28,14,56,56,28,56,7,28,56,56,28,4,56,8,28,14,56,56,28,28,56,28,56,56,28,28,56,56,1
10110100,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
10110101,1,35,35,35,35,35,35,35,5,35,35,35,35,35,35,35,5,35,35,35,35,35,35,35,5,35,7,35,35,35,35,35,35,5,35,35,35,35,35,35,35,5,35,35,35,35,7,35,35,5,35,35,7,35,35,35,35,5,35,35,35,35,35,35,35,35,5,35,35,35,7,35,35,35,5,35,35,35,35,35,35,35,5,35,35,35,35,35,35,35,5,35,7,35,35,35,35,35,35,5,35,35,35,35,7,35,35,5,35,35,35,35,35,35,7,5,35,35,35,35,35,35,35,5,35,35,35,35,35,35,35,35,5,35,35,35,35,35,35,35,5,7,35,35,35,35,35,35,5,35,35,7,35,35,35,35,5,35,35,35,35,35,35,7,35,5,35,35,35,35,35,35,35,5,35,35,35,35,35,35,35,5,35,35,35,7,35,35,35,5,35,35,35,35,35,35,35,35,5,35,35,35,35,7,35,35,5,35,35,7,35,35,35,35,5,35,35,35,35,35,35,35,5,35,35,35,35,35,35,7,35,5,35,35,35,35,35,35,35,5,35,35,35,35,35,35,35,5,35,35,35,35,35,35,35,1
10110110,1,18,18,9,9,18,18,9,18,9,9,18,18,9,9,18,18,9,9,18,18,9,9,18,9,18,18,9,9,18,18,9,9,18,18,9,9,18,18,9,18,9,9,18,18,9,9,18,18,9,9,18,18,9,9,18,9,18,18,9,9,18,18,9,18,9,9,18,18,9,9,18,9,18,18,9,9,18,18,9,9,18,18,9,9,2,18,9,18,9,9,18,18,9,9,18,18,9,9,18,18,9,9,18,9,18,18,9,9,18,18,9,9,18,18,9,9,18,18,9,18,9,9,18,18,9,9,18,18,9,9,18,18,9,9,18,9,18,18,9,9,18,18,9,9,18,18,9,9,18,18,9,18,9,9,18,18,9,9,18,18,9,9,18,18,9,9,18,9,18,2,9,9,18,18,9,9,18,18,9,9,18,18,9,18,9,9,18,18,9,9,18,9,18,18,9,9,18,18,9,18,9,9,18,18,9,9,18,18,9,9,18,18,9,9,18,9,18,18,9,9,18,18,9,9,18,18,9,9,18,18,9,18,9,9,18,18,9,9,18,18,9,9,18,18,9,9,18,9,18,18,9,9,18,18,1
10110111,1,30,30,30,30,30,15,30,30,30,15,30,15,30,30,30,30,30,30,15,6,15,30,30,30,15,30,30,30,30,30,15,15,30,30,30,30,30,15,30,6,30,15,30,15,30,30,30,30,30,30,15,30,15,30,30,30,15,30,30,6,30,30,15,30,15,30,30,30,6,30,15,30,30,30,15,30,15,30,30,30,6,15,30,15,30,30,30,15,30,30,30,30,30,15,30,30,15,30,30,30,30,30,15,30,30,30,15,30,3,30,30,30,30,15,30,15,30,30,30,15,6,30,30,30,30,15,30,30,30,30,15,30,15,30,30,30,15,6,30,30,30,30,15,15,30,30,30,30,30,15,30,30,30,15,30,15,30,6,30,30,30,6,15,30,15,30,30,30,15,30,30,30,30,30,15,15,30,30,30,30,30,3,30,30,30,15,30,15,30,30,30,30,30,15,30,15,30,30,30,15,30,30,30,30,30,15,6,30,15,30,30,30,30,30,15,30,30,30,3,30,15,30,30,30,30,15,30,15,30,30,6,15,30,30,30,30,30,15,30,30,15,30,6,30,30,30,15,30,30,30,15,30,15,30,30
10111000,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
10111001,1,30,30,15,15,30,30,15,30,15,15,30,30,15,15,30,15,30,30,15,15,30,30,15,30,15,15,30,6,15,15,30,15,30,30,15,3,30,30,15,30,15,15,30,30,15,15,30,15,30,30,15,15,30,30,15,6,15,15,30,30,15,15,30,15,30,30,15,15,30,30,15,30,3,15,30,30,15,15,30,15,30,30,15,15,2,30,15,30,15,15,30,30,15,15,30,15,30,30,15,15,30,30,15,30,15,15,30,30,3,15,30,15,6,30,15,15,30,30,15,30,15,15,30,30,15,15,30,30,15,15,30,30,15,15,30,15,30,30,15,15,30,6,15,30,15,3,30,30,15,15,30,15,30,30,15,15,30,30,15,30,15,15,30,30,15,15,30,15,30,2,15,15,30,30,15,30,15,15,30,30,15,3,30,15,30,30,15,15,30,30,15,30,15,15,30,30,15,15,6,15,30,30,15,15,30,30,15,30,15,15,30,30,15,15,30,15,30,30,3,15,30,30,15,30,15,15,6,30,15,15,30,15,30,30,15,15,30,30,15,30,15,15,30,30,15,15,30,15,30,30,15,15,30,30,1
10111010,1,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,1
10111011,1,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
10111100,1,124,124,62,31,124,124,62,124,31,62,124,124,31,62,124,62,124,124,31,62,124,124,31,124,62,31,124,124,62,31,124,124,62,31,124,124,62,31,124,62,124,124,31,62,124,124,31,124,31,62,4,124,31,62,124,31,124,124,62,31,124,124,62,124,31,62,124,124,31,62,124,31,124,124,62,31,124,124,62,124,62,31,124,124,2,31,124,62,124,124,31,62,124,124,31,62,124,124,31,62,124,4,31,124,62,31,124,124,62,31,124,31,124,124,62,31,124,124,62,124,31,62,124,124,31,62,124,124,62,31,124,124,62,31,124,62,124,124,31,62,124,124,31,124,31,62,124,124,31,62,124,31,4,124,62,31,124,124,62,31,124,124,62,31,124,124,62,124,31,2,124,124,31,62,124,62,124,124,31,62,124,124,31,124,62,31,124,124,62,31,124,62,124,124,31,62,124,124,31,124,62,31,124,4,62,31,124,31,124,124,62,31,124,124,62,124,31,62,124,124,31,62,124,124,31,62,124,124,31,62,124,31,124,124,62,31,124,124,62,124,62,31,124,124,62,31,124,62,124,124,31,62,124,124,1
10111101,1,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
10111110,1,21,21,21,21,21,7,21,21,21,7,21,7,21,21,21,21,21,7,21,7,21,21,21,7,21,21,21,21,21,7,21,21,21,7,21,7,21,21,21,7,21,21,21,21,21,7,21,7,21,21,21,21,21,7,21,21,21,7,21,7,21,21,21,21,21,7,21,7,21,21,21,7,21,21,21,21,21,7,21,7,21,21,21,21,21,7,21,21,21,7,21,7,21,21,21,7,21,21,21,21,21,7,21,21,21,7,21,7,3,21,21,21,21,7,21,7,21,21,21,7,21,21,21,21,21,7,21,21,21,21,7,21,7,21,21,21,7,21,21,21,21,21,7,21,7,21,21,21,21,21,7,21,21,21,7,21,7,21,21,21,7,21,21,21,21,21,7,21,21,21,7,21,7,21,21,21,21,21,7,21,7,3,21,21,7,21,21,21,21,21,7,21,7,21,21,21,21,21,7,21,21,21,7,21,7,21,21,21,21,21,7,21,7,21,21,21,7,21,3,21,21,21,7,21,21,21,7,21,7,21,21,21,7,21,21,21,21,21,7,21,7,21,21,21,21,21,7,21,21,21,7,21,7,21,21
10111111,1,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,1
11000000,1,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,3,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,3,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,3,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
11000001,1,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,2,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,2,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,7,14,1
11000010,1,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,1
11000011,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
11000100,1,60,60,60,60,60,30,60,60,60,15,60,30,60,60,60,60,4,30,60,15,60,60,60,30,60,60,60,60,60,15,60,60,60,4,15,60,30,60,60,60,15,60,60,60,60,60,30,60,30,60,4,60,60,60,15,60,60,60,30,60,15,60,60,60,30,60,60,4,60,60,15,60,60,60,30,60,15,60,60,60,60,60,15,60,2,60,60,60,15,60,60,60,60,60,30,60,60,30,60,15,60,4,60,30,60,60,60,60,60,15,60,15,60,60,60,60,60,30,4,60,60,15,60,30,60,60,60,60,60,60,30,60,15,60,60,4,30,60,60,60,60,60,15,60,15,60,60,60,60,60,30,60,4,60,15,60,30,60,60,30,60,60,60,60,60,15,60,60,60,2,60,15,60,60,60,60,60,15,60,30,60,60,60,15,60,60,4,60,60,30,60,60,60,15,60,30,60,60,60,15,60,60,60,4,60,30,60,30,60,60,60,60,60,15,60,60,60,30,60,15,4,60,60,60,15,60,60,60,60,60,30,60,60,60,15,60,30,4,60,60,60,60,30,60,15,60,60,60,30,60,60,60,60,60,1
11000101,1,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
11000110,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
11000111,1,93,93,93,93,31,93,93,93,93,93,31,93,93,31,93,93,93,31,93,93,93,93,31,93,31,93,93,31,93,93,93,31,93,93,93,3,31,93,93,93,93,93,31,93,93,31,93,93,93,31,93,93,93,93,31,93,31,93,93,31,93,93,93,93,31,93,93,31,93,93,93,93,3,31,93,93,93,93,31,93,93,93,31,93,93,31,93,31,93,93,93,93,31,93,93,93,31,93,93,31,93,93,93,93,93,31,93,93,3,93,31,93,93,93,31,93,93,31,93,31,93,93,93,93,31,93,93,93,93,31,93,93,93,93,31,93,31,93,93,31,93,93,93,31,93,3,93,93,31,93,93,93,93,93,31,93,93,31,93,93,93,31,93,93,93,93,31,93,31,93,93,31,93,93,93,31,93,93,93,93,31,3,93,93,93,93,31,93,93,31,93,93,93,93,31,93,93,31,93,31,93,93,93,93,31,93,93,93,31,93,93,31,93,93,93,93,93,31,3,93,93,93,31,93,93,93,31,93,93,31,93,31,93,93,93,93,31,93,93,93,31,93,93,31,93,93,93,93,93,31,93,93,93,93,1
11001000,1,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,1
11001001,1,30,30,30,30,15,30,30,30,30,30,15,30,30,15,30,30,30,30,15,6,30,15,30,5,30,30,30,30,15,30,30,30,30,15,30,30,30,30,15,6,5,30,30,15,30,30,30,30,5,30,30,15,30,30,30,30,30,15,30,6,30,30,15,30,15,30,30,15,6,30,30,30,30,5,30,30,30,30,15,30,6,5,30,30,30,30,15,30,15,30,30,15,30,30,30,30,30,30,5,30,30,15,30,15,30,30,30,30,3,30,30,15,30,30,30,30,15,30,30,30,6,30,5,30,30,15,30,30,30,15,30,30,30,30,15,30,15,6,30,5,30,30,30,30,15,30,30,5,30,30,30,30,30,15,30,30,30,6,15,15,30,6,30,30,5,30,30,30,30,30,15,30,30,15,30,30,30,30,15,30,30,3,30,15,30,30,30,30,5,30,30,30,30,30,15,30,30,5,30,15,30,30,30,30,15,30,6,15,30,30,30,30,15,30,30,30,30,30,3,30,30,5,30,30,15,30,30,15,30,30,6,30,30,15,30,30,30,30,5,30,30,15,6,30,30,30,5,30,15,30,30,15,30,30,30
11001010,1,217,217,217,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,217,31,217,217,31,217,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,217,217,217,7,31,217,217,217,217,217,31,217,217,31,217,217,217,217,217,217,217,217,217,217,217,217,31,217,217,31,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,217,7,217,217,31,217,217,217,217,217,217,217,31,217,217,31,217,217,217,217,217,31,217,7,217,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,31,217,217,217,217,31,217,217,217,217,217,31,217,217,217,217,217,7,217,217,217,217,31,217,217,217,217,217,217,217,31,217,217,217,217,31,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,7,217,217,217,217,31,217,217,217,217,31,217,217,217,217,217,217,217,7,217,217,31,217,217,217,217,217,31,217,217,217,217,31,217,217,217,217,217,217,217,31,217,217,217,7,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,217,31,217,217,217,217,31,217,217,217,217
11001011,1,124,62,124,62,124,31,124,62,124,31,124,31,124,62,124,124,62,124,31,124,31,124,62,124,31,124,62,124,62,124,31,124,31,124,62,124,62,124,31,124,62,124,31,124,31,124,62,62,124,31,4,31,124,62,124,31,124,62,124,62,124,31,124,62,124,31,124,31,124,62,124,31,124,62,124,62,124,31,124,124,31,124,62,124,2,124,31,124,62,124,31,124,31,124,62,124,62,124,31,124,31,4,62,124,31,124,62,124,62,124,31,31,124,62,124,62,124,31,124,62,124,31,124,31,124,62,124,124,62,124,31,124,31,124,62,124,31,124,62,124,62,124,31,31,124,62,124,62,124,31,124,62,4,31,124,31,124,62,124,62,124,31,124,31,124,62,124,31,124,2,124,62,124,31,124,124,31,124,62,124,62,124,31,124,62,124,31,124,31,124,62,124,31,124,62,124,62,124,31,124,62,124,31,4,31,124,62,62,124,31,124,31,124,62,124,31,124,62,124,62,124,31,124,31,124,62,124,62,124,31,124,62,124,31,124,31,124,62,124,124,62,124,31,124,31,124,62,124,31,124,62,124,62,124,1
11001100,1,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,217,217,31,217,217,7,217,217,217,31,217,217,217,31,217,217,217,217,217,217,217,217,31,217,217,7,217,31,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,31,217,217,217,217,217,7,31,217,217,217,217,217,217,31,217,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,7,217,31,217,31,217,217,217,217,217,7,31,217,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,31,217,217,217,7,31,217,217,217,217,217,217,217,217,31,217,217,217,217,217,31,217,217,217,217,217,7,31,217,217,217,217,217,217,31,217,217,217,217,217,217,31,217,217,217,217,217,217,217
